Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City,Fuel_Consumption_in_City_Hwy,Fuel_Consumption_comb,CO2_Emissions,CO2_Level
Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4.0,8,A9,15.5,9.8,12.9,301,high
Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2.0,4,A9,12.6,10.0,11.5,268,high
Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2.0,4,A9,12.6,10.0,11.5,268,high
Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2.0,4,A9,13.3,10.8,12.2,284,high
Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3.0,6,A9,11.3,8.0,9.8,230,normal
Mercedes-Benz,S 560 Cabriolet,Subcompact,4.0,8,A9,14.5,9.0,12.0,282,high
Mercedes-Benz,S 560 4MATIC Coupe,Compact,4.0,8,A9,14.5,9.0,12.0,282,high
Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4.0,8,A9,14.4,9.4,12.2,285,high
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,8.4,6.5,7.5,176,normal
MINI,Cooper 3 Door,Subcompact,1.5,3,M6,8.8,6.4,7.7,180,normal
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,8.4,6.5,7.5,176,normal
MINI,Cooper 5 Door,Subcompact,1.5,3,M6,8.8,6.4,7.7,180,normal
MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,9.7,7.0,8.5,198,normal
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,8.4,6.5,7.5,176,normal
MINI,Cooper Convertible,Minicompact,1.5,3,M6,8.8,6.4,7.7,180,normal
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,10.0,7.4,8.8,206,normal
MINI,Cooper S 3 Door,Subcompact,2.0,4,AM7,8.9,6.6,7.9,184,normal
MINI,Cooper S 3 Door,Subcompact,2.0,4,M6,10.2,7.1,8.8,206,normal
MINI,Cooper S 5 Door,Subcompact,2.0,4,AM7,8.9,6.6,7.9,184,normal
MINI,Cooper S 5 Door,Subcompact,2.0,4,M6,10.2,7.1,8.8,206,normal
MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,10.1,7.4,8.9,207,normal
MINI,Cooper S Convertible,Minicompact,2.0,4,AM7,9.1,6.9,8.1,191,normal
MINI,Cooper S Convertible,Minicompact,2.0,4,M6,10.3,7.3,9.0,209,normal
MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,10.4,7.5,9.1,212,normal
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,AS8,9.2,6.9,8.1,190,normal
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,M6,10.2,7.1,8.8,206,normal
MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,10.1,7.6,9.0,210,normal
MINI,John Cooper Works Convertible,Minicompact,2.0,4,AS8,9.4,7.1,8.3,194,normal
MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,AS8,10.0,7.8,9.0,210,normal
MINI,John Cooper Works GP,Subcompact,2.0,4,AS8,9.9,7.8,8.9,208,normal
Mitsubishi,Mirage,Compact,1.2,3,AV,6.6,5.6,6.2,143,normal
Mitsubishi,Mirage,Compact,1.2,3,M5,7.1,5.8,6.5,151,normal
Mitsubishi,RVR,SUV: Small,2.0,4,AV6,9.7,7.8,8.8,206,normal
Mitsubishi,RVR 4WD,SUV: Small,2.0,4,AV6,10.1,8.2,9.2,213,normal
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,10.3,8.3,9.4,218,normal
Nissan,Altima AWD,Mid-size,2.5,4,AV,9.1,6.5,7.9,187,normal
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,9.3,6.7,8.1,190,normal
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,17.5,12.9,15.4,362,high
Nissan,GT-R,Subcompact,3.8,6,AM6,14.4,10.9,12.8,300,high
Nissan,Kicks,Mid-size,1.6,4,AV,7.7,6.6,7.2,169,normal
Nissan,Maxima,Mid-size,3.5,6,AV7,11.6,7.9,9.9,233,normal
Nissan,Murano,Station wagon: Mid-size,3.5,6,AV7,11.7,8.3,10.2,240,normal
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,12.0,8.5,10.4,245,normal
Nissan,NV200 Cargo Van,Special purpose vehicle,2.0,4,AV,9.9,9.1,9.5,223,normal
Nissan,Qashqai,Station wagon: Small,2.0,4,AV8,8.8,7.3,8.1,191,normal
Nissan,Qashqai,Station wagon: Small,2.0,4,M6,9.9,8.0,9.0,212,normal
Nissan,Qashqai AWD,Station wagon: Small,2.0,4,AV8,9.0,7.6,8.4,197,normal
Nissan,Rogue,SUV: Small,2.5,4,AV8,8.9,7.0,8.1,189,normal
Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,9.2,7.2,8.3,195,normal
Nissan,Sentra,Mid-size,2.0,4,AV,8.0,6.0,7.1,167,normal
Nissan,Sentra SR,Mid-size,2.0,4,AV,8.2,6.2,7.3,171,normal
Nissan,Sentra,Mid-size,2.0,4,M6,9.3,6.3,8.0,187,normal
Nissan,Sentra SR,Mid-size,2.0,4,M6,9.4,6.5,8.1,190,normal
Nissan,Titan 4WD,Pickup truck: Standard,5.6,8,AS9,15.2,11.1,13.4,314,high
Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5.6,8,AS9,15.4,11.4,13.6,321,high
Nissan,Versa,Compact,1.6,4,AV,7.4,5.9,6.7,158,normal
Nissan,Versa,Compact,1.6,4,M5,8.6,6.7,7.7,181,normal
Porsche,718 Boxster,Two-seater,2.0,4,AM7,11.0,8.7,10.0,233,normal
Porsche,718 Boxster,Two-seater,2.0,4,M6,11.7,8.9,10.5,245,normal
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,AM7,12.3,9.8,11.1,260,high
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,M6,14.0,10.0,12.2,284,high
Porsche,718 Boxster S,Two-seater,2.5,4,AM7,12.2,9.2,10.9,255,high
Porsche,718 Boxster S,Two-seater,2.5,4,M6,12.5,9.6,11.2,263,high
Porsche,718 Boxster T,Two-seater,2.0,4,AM7,11.2,8.7,10.1,236,normal
Porsche,718 Boxster T,Two-seater,2.0,4,M6,11.7,8.9,10.5,245,normal
Porsche,718 Cayman,Two-seater,2.0,4,AM7,11.0,8.7,10.0,233,normal
Porsche,718 Cayman,Two-seater,2.0,4,M6,11.7,8.9,10.5,245,normal
Porsche,718 Cayman GT4,Two-seater,4.0,6,AM7,13.0,9.9,11.6,271,high
Porsche,718 Cayman GT4,Two-seater,4.0,6,M6,14.0,10.1,12.2,286,high
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,AM7,12.3,9.8,11.1,260,high
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,M6,14.0,10.0,12.2,284,high
Porsche,718 Cayman S,Two-seater,2.5,4,AM7,12.2,9.2,10.9,255,high
Porsche,718 Cayman S,Two-seater,2.5,4,M6,12.5,9.6,11.2,263,high
Porsche,718 Cayman T,Two-seater,2.0,4,AM7,11.2,8.7,10.1,236,normal
Porsche,718 Cayman T,Two-seater,2.0,4,M6,11.7,8.9,10.5,245,normal
Porsche,718 Spyder,Two-seater,4.0,6,AM7,13.0,9.9,11.6,271,high
Porsche,718 Spyder,Two-seater,4.0,6,M6,14.0,10.1,12.2,286,high
Porsche,911 Carrera,Minicompact,3.0,6,AM8,13.1,9.8,11.6,275,high
Porsche,911 Carrera Cabriolet,Minicompact,3.0,6,AM8,13.1,9.8,11.6,275,high
Porsche,911 Carrera S,Minicompact,3.0,6,AM8,12.9,10.2,11.7,274,high
Porsche,911 Carrera S,Minicompact,3.0,6,M7,12.8,9.4,11.3,264,high
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM8,12.9,10.2,11.7,273,high
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,M7,13.8,9.4,11.8,275,high
Porsche,911 Carrera 4,Minicompact,3.0,6,AM8,13.1,9.8,11.6,275,high
Porsche,911 Carrera 4 Cabriolet,Minicompact,3.0,6,AM8,13.1,9.7,11.6,275,high
Porsche,911 Carrera 4S,Minicompact,3.0,6,AM8,13.0,10.2,11.8,275,high
Porsche,911 Carrera 4S,Minicompact,3.0,6,M7,13.8,9.3,11.8,275,high
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM8,12.8,10.2,11.7,273,high
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,M7,13.8,9.8,12.0,281,high
Porsche,911 Targa 4,Minicompact,3.0,6,AM8,13.1,9.8,11.6,275,high
Porsche,911 Targa 4S,Minicompact,3.0,6,AM8,13.1,10.2,11.8,274,high
Porsche,911 Targa 4S,Minicompact,3.0,6,M7,13.7,9.8,11.9,278,high
Porsche,911 Turbo,Minicompact,3.7,6,AM8,15.2,11.9,13.7,321,high
Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,15.6,11.8,13.9,324,high
Porsche,911 Turbo S,Minicompact,3.7,6,AM8,15.3,11.8,13.7,321,high
Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,16.0,11.8,14.1,328,high
Porsche,Cayenne,SUV: Standard,3.0,6,AS8,12.5,10.3,11.5,269,high
Porsche,Cayenne Coupe,SUV: Standard,3.0,6,AS8,12.7,10.3,11.6,271,high
Porsche,Cayenne GTS,SUV: Standard,4.0,8,AS8,15.8,12.3,14.2,331,high
Porsche,Cayenne GTS Coupe,SUV: Standard,4.0,8,AS8,15.2,12.4,14.0,326,high
Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,13.1,10.5,11.9,278,high
Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,13.4,10.9,12.3,286,high
Porsche,Cayenne Turbo,SUV: Standard,4.0,8,AS8,15.6,12.4,14.1,329,high
Porsche,Cayenne Turbo Coupe,SUV: Standard,4.0,8,AS8,15.8,12.2,14.2,332,high
Porsche,Macan,SUV: Small,2.0,4,AM7,12.2,10.2,11.3,264,high
Porsche,Macan GTS,SUV: Small,2.9,6,AM7,13.5,10.5,12.2,285,high
Porsche,Macan S,SUV: Small,3.0,6,AM7,13.1,9.6,11.5,274,high
Porsche,Macan Turbo,SUV: Small,2.9,6,AM7,13.5,11.2,12.5,293,high
Porsche,Panamera,Full-size,2.9,6,AM8,13.1,9.8,11.6,274,high
Porsche,Panamera 4,Full-size,2.9,6,AM8,12.8,9.8,11.5,274,high
Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,13.8,10.2,12.2,289,high
Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,12.8,10.2,11.7,274,high
Porsche,Panamera 4S,Full-size,2.9,6,AM8,12.8,9.8,11.4,276,high
Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,13.8,10.2,12.2,292,high
Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,13.8,10.2,12.2,292,high
Porsche,Panamera GTS,Full-size,4.0,8,AM8,15.7,11.2,13.7,323,high
Porsche,Panamera GTS ST,Full-size,4.0,8,AM8,15.7,11.8,13.9,323,high
Porsche,Panamera Turbo S,Full-size,4.0,8,AM8,15.3,11.2,13.5,326,high
Porsche,Panamera Turbo S Executive,Full-size,4.0,8,AM8,15.3,11.2,13.5,326,high
Porsche,Panamera Turbo S ST,Full-size,4.0,8,AM8,15.3,11.2,13.5,326,high
Ram,1500 EcoDiesel,Pickup truck: Standard,3.0,6,A8,10.5,7.3,9.0,243,normal
Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3.0,6,A8,10.4,7.1,8.9,238,normal
Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,11.9,9.4,10.8,253,normal
Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,11.6,9.0,10.4,245,normal
Ram,1500,Pickup truck: Standard,5.7,8,A8,16.2,10.5,13.6,320,high
Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,14.1,10.3,12.4,290,high
Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,11.1,8.0,9.7,260,high
Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,12.1,9.7,11.0,259,high
Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,16.1,11.0,13.8,325,high
Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,14.0,10.7,12.5,294,high
Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,22.4,16.5,19.8,465,high
Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,13.9,9.6,11.9,280,high
Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,15.7,11.0,13.6,319,high
Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,14.5,10.2,12.6,294,high
Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,16.2,11.6,14.1,330,high
Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,11.2,8.3,9.9,232,normal
Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,20.1,12.1,16.5,386,high
Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,20.1,12.1,16.5,386,high
Rolls-Royce,Dawn,Compact,6.6,12,AS8,20.7,13.4,17.4,408,high
Rolls-Royce,Dawn Black Badge,Compact,6.6,12,AS8,20.7,13.4,17.4,408,high
Rolls-Royce,Ghost,Full-size,6.7,12,AS8,19.9,12.7,16.7,387,high
Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,19.9,12.7,16.7,387,high
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,20.0,11.8,16.3,382,high
Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,20.0,11.8,16.3,382,high
Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,19.6,12.8,16.5,387,high
Rolls-Royce,Wraith Black Badge,Mid-size,6.6,12,AS8,19.6,12.8,16.5,387,high
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,11.6,9.0,10.4,244,normal
Subaru,Crosstrek AWD,SUV: Small,2.0,4,AV8,8.5,7.0,7.9,185,normal
Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,10.5,8.1,9.4,220,normal
Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,8.8,7.0,8.0,188,normal
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,9.0,7.2,8.2,192,normal
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,AV7,8.3,6.4,7.5,174,normal
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,M5,10.1,7.6,9.0,210,normal
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,AV7,8.4,6.6,7.6,178,normal
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,10.1,7.7,9.0,211,normal
Subaru,Legacy AWD,Full-size,2.4,4,AV8,9.9,7.3,8.7,205,normal
Subaru,Legacy AWD,Full-size,2.5,4,AV8,8.9,6.7,7.9,184,normal
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,10.1,7.9,9.1,213,normal
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,9.0,7.1,8.2,192,normal
Subaru,WRX AWD,Compact,2.0,4,AV8,12.9,9.7,11.5,269,high
Subaru,WRX AWD,Compact,2.0,4,M6,11.7,8.7,10.4,243,normal
Subaru,WRX STI AWD,Compact,2.5,4,M6,14.4,10.8,12.8,301,high
Toyota,4Runner 4WD,SUV: Standard,4.0,6,AS5,14.8,12.5,13.8,321,high
Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4.0,6,AS5,14.8,12.5,13.8,321,high
Toyota,Avalon,Mid-size,3.5,6,AS8,10.9,7.7,9.5,221,normal
Toyota,Avalon AWD,Mid-size,2.5,4,AS8,9.5,7.0,8.4,197,normal
Toyota,C-HR,Compact,2.0,4,AS7,8.7,7.5,8.2,189,normal
Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,8.5,6.1,7.4,173,normal
Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,8.6,6.3,7.6,177,normal
Toyota,Camry,Mid-size,3.5,6,AS8,10.5,7.1,9.0,210,normal
Toyota,Camry XSE,Mid-size,3.5,6,AS8,10.7,7.4,9.2,215,normal
Toyota,Camry TRD,Mid-size,3.5,6,AS8,10.8,7.6,9.4,220,normal
Toyota,Camry AWD LE/SE,Mid-size,2.5,4,AS8,9.3,6.8,8.2,190,normal
Toyota,Camry AWD XLE/XSE,Mid-size,2.5,4,AS8,9.5,7.0,8.4,197,normal
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,4.9,4.8,4.9,113,normal
Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,5.3,5.0,5.1,121,normal
Toyota,Corolla,Compact,1.8,4,AV,7.9,6.1,7.1,165,normal
Toyota,Corolla XLE,Compact,1.8,4,AV,8.1,6.3,7.3,170,normal
Toyota,Corolla,Compact,1.8,4,M6,8.0,6.0,7.1,165,normal
Toyota,Corolla,Compact,2.0,4,AV10,7.6,5.9,6.8,159,normal
Toyota,Corolla XSE,Compact,2.0,4,AV10,7.7,6.1,7.0,164,normal
Toyota,Corolla,Compact,2.0,4,M6,8.2,6.5,7.4,173,normal
Toyota,Corolla Apex Edition,Compact,2.0,4,AV10,7.7,6.2,7.0,164,normal
Toyota,Corolla Apex Edition,Compact,2.0,4,M6,8.4,6.6,7.5,178,normal
Toyota,Corolla Hatchback,Compact,2.0,4,AV10,7.5,5.8,6.7,158,normal
Toyota,Corolla Hatchback,Compact,2.0,4,M6,8.4,6.7,7.6,179,normal
Toyota,Corolla Hybrid,Compact,1.8,4,AV,4.4,4.5,4.5,106,normal
Toyota,GR Supra 2.0,Two-seater,2.0,4,AS8,9.4,7.3,8.4,197,normal
Toyota,GR Supra 3.0,Two-seater,3.0,6,AS8,10.6,8.0,9.4,218,normal
Toyota,Highlander,SUV: Small,3.5,6,AS8,11.9,8.3,10.3,240,normal
Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,11.8,8.6,10.3,241,normal
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,6.7,6.8,6.7,158,normal
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,6.6,6.8,6.7,156,normal
Toyota,Prius,Mid-size,1.8,4,AV,4.4,4.7,4.5,106,normal
Toyota,Prius AWD,Mid-size,1.8,4,AV,4.6,5.0,4.8,111,normal
Toyota,RAV4,SUV: Small,2.5,4,AS8,8.8,6.8,7.9,184,normal
Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,8.5,6.8,7.7,180,normal
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,9.4,7.1,8.4,195,normal
Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,8.8,7.1,8.0,187,normal
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,8.7,6.9,7.9,184,normal
Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,9.5,7.4,8.5,200,normal
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,5.8,6.3,6.0,140,normal
Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,18.5,13.9,16.4,384,high
Toyota,Sienna,Minivan,2.5,4,AV,6.6,6.5,6.5,153,normal
Toyota,Sienna AWD,Minivan,2.5,4,AV,6.8,6.6,6.7,157,normal
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,13.0,10.5,11.8,278,high
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,13.8,11.4,12.7,299,high
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,13.8,11.7,12.9,300,high
Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,17.7,13.6,15.9,371,high
Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,18.0,14.2,16.3,382,high
Toyota,Venza AWD,SUV: Small,2.5,4,AV,5.9,6.4,6.1,141,normal
Volkswagen,Arteon 4MOTION,Full-size,2.0,4,AS8,11.6,7.7,9.8,230,normal
Volkswagen,Atlas 4MOTION,SUV: Small,2.0,4,AS8,11.7,9.9,10.9,256,high
Volkswagen,Atlas 4MOTION,SUV: Standard,3.6,6,AS8,14.6,10.9,12.9,301,high
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2.0,4,AS8,11.7,10.0,10.9,257,high
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,13.8,10.4,12.3,289,high
Volkswagen,Golf,Compact,1.4,4,AS8,8.2,6.5,7.5,174,normal
Volkswagen,Golf,Compact,1.4,4,M6,8.0,6.1,7.1,166,normal
Volkswagen,Golf GTI,Compact,2.0,4,AM7,9.7,7.3,8.6,201,normal
Volkswagen,Golf GTI,Compact,2.0,4,M6,10.1,7.9,9.1,213,normal
Volkswagen,Jetta,Compact,1.4,4,AS8,8.0,6.0,7.1,165,normal
Volkswagen,Jetta,Compact,1.4,4,M6,7.9,5.8,6.9,162,normal
Volkswagen,Jetta GLI,Compact,2.0,4,AM7,9.7,6.8,8.4,195,normal
Volkswagen,Jetta GLI,Compact,2.0,4,M6,9.7,7.0,8.5,198,normal
Volkswagen,Passat,Mid-size,2.0,4,AS6,9.8,6.6,8.3,195,normal
Volkswagen,Tiguan,SUV: Small,2.0,4,AS8,10.4,8.1,9.4,219,normal
Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4,AS8,11.0,8.6,9.9,232,normal
Volvo,S60 T5,Compact,2.0,4,AS8,10.0,6.8,8.6,200,normal
Volvo,S60 T5 AWD,Compact,2.0,4,AS8,10.8,7.2,9.2,215,normal
Volvo,S60 T6 AWD,Compact,2.0,4,AS8,11.0,7.4,9.4,219,normal
Volvo,S90 T6 AWD,Mid-size,2.0,4,AS8,11.3,7.5,9.6,224,normal
Volvo,V60 T5,Station wagon: Small,2.0,4,AS8,10.0,6.8,8.6,200,normal
Volvo,V60 T6 AWD,Station wagon: Small,2.0,4,AS8,11.3,7.5,9.6,224,normal
Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,10.8,7.7,9.4,220,normal
Volvo,XC40 T4 AWD,SUV: Small,2.0,4,AS8,10.7,7.6,9.3,217,normal
Volvo,XC40 T5 AWD,SUV: Small,2.0,4,AS8,10.7,7.7,9.4,219,normal
Volvo,XC60 T5 AWD,SUV: Small,2.0,4,AS8,11.1,8.3,9.9,230,normal
Volvo,XC60 T6 AWD,SUV: Small,2.0,4,AS8,11.7,8.6,10.3,240,normal
Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,11.5,8.4,10.1,236,normal
Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,12.1,8.5,10.5,245,normal
